TypeID,ObjectName,HasCollision,PositionX,PositionY,PositionZ,RotationX,RotationY,RotationZ,ScaleX,ScaleY,ScaleZ,RotationQW,RotationQX,RotationQY,RotationQZ
9,floor_foundation_allsides (60),0,17.91,1.339996,28.63,9.334668E-06,0,0,1,1,2,1,8.146034E-08,0,0
9,floor_foundation_allsides (59),0,17.91,1.346397,25.3,9.334668E-06,0,0,1,1,1.82,1,8.146034E-08,0,0
9,floor_foundation_allsides (57),0,15.94,1.339996,28.63,9.334668E-06,0,0,1,1,2,1,8.146034E-08,0,0
9,floor_foundation_allsides (58),0,15.94,1.339996,32.71,9.334668E-06,0,0,1,1,2,1,8.146034E-08,0,0
9,floor_foundation_allsides (47),0,19.93,1.339996,28.63,9.334668E-06,0,0,1,1,2,1,8.146034E-08,0,0
9,floor_foundation_allsides (55),0,25.54,1.339996,32.19,9.334668E-06,0,0,1,1,2,1,8.146034E-08,0,0
9,floor_foundation_allsides (329),0,19.93,1.339996,35.45,9.334668E-06,0,0,1,1,2,1,8.146034E-08,0,0
9,floor_foundation_allsides (328),0,21.92,1.339996,35.45,9.334668E-06,0,0,1,1,2,1,8.146034E-08,0,0
9,floor_foundation_allsides (327),0,23.86,1.339996,35.45,9.334668E-06,0,0,1,1,2,1,8.146034E-08,0,0
9,floor_foundation_allsides (106),0,25.54,1.339996,35.46,9.334668E-06,0,0,1,1,2,1,8.146034E-08,0,0
9,floor_foundation_allsides (54),0,23.86,1.339996,32.18,9.334668E-06,0,0,1,1,2,1,8.146034E-08,0,0
9,floor_foundation_allsides (53),0,21.92,1.339996,32.18,9.334668E-06,0,0,1,1,2,1,8.146034E-08,0,0
9,floor_foundation_allsides (52),0,19.93,1.339996,32.18,9.334668E-06,0,0,1,1,2,1,8.146034E-08,0,0
9,floor_foundation_allsides (46),0,21.92,1.339996,28.63,9.334668E-06,0,0,1,1,2,1,8.146034E-08,0,0
9,floor_foundation_allsides (45),0,23.86,1.339996,28.63,9.334668E-06,0,0,1,1,2,1,8.146034E-08,0,0
9,floor_foundation_allsides (44),0,25.54,1.339996,28.64,9.334668E-06,0,0,1,1,2,1,8.146034E-08,0,0
9,floor_foundation_allsides (39),0,33.43,1.339996,25.34,9.334668E-06,0,0,1.14,1,1.77,1,8.146034E-08,0,0
9,floor_foundation_allsides (43),0,27.67,1.339996,28.89,9.334668E-06,0,0,1,1,1.77,1,8.146034E-08,0,0
9,floor_foundation_allsides (42),0,29.66,1.339996,28.89,9.334668E-06,0,0,1,1,1.77,1,8.146034E-08,0,0
9,floor_foundation_allsides (41),0,31.6,1.339996,28.89,9.334668E-06,0,0,1,1,1.77,1,8.146034E-08,0,0
9,floor_foundation_allsides (40),0,33.43,1.339996,28.9,9.334668E-06,0,0,1.14,1,1.77,1,8.146034E-08,0,0
9,floor_foundation_allsides (38),0,31.6,1.339996,25.33,9.334668E-06,0,0,1,1,1.77,1,8.146034E-08,0,0
9,floor_foundation_allsides (37),0,29.66,1.339996,25.33,9.334668E-06,0,0,1,1,1.77,1,8.146034E-08,0,0
9,floor_foundation_allsides (36),0,27.67,1.339996,25.33,9.334668E-06,0,0,1,1,1.77,1,8.146034E-08,0,0
9,floor_foundation_allsides (51),0,27.67,1.339996,32.43,9.334668E-06,0,0,1,1,1.77,1,8.146034E-08,0,0
9,floor_foundation_allsides (50),0,29.66,1.339996,32.43,9.334668E-06,0,0,1,1,1.77,1,8.146034E-08,0,0
9,floor_foundation_allsides (49),0,31.6,1.339996,32.43,9.334668E-06,0,0,1,1,1.77,1,8.146034E-08,0,0
9,floor_foundation_allsides (48),0,33.28,1.339996,32.44,9.334668E-06,0,0,1,1,1.77,1,8.146034E-08,0,0
9,floor_foundation_allsides (83),0,27.67,1.339996,36.36,9.334668E-06,0,0,1,1,1.77,1,8.146034E-08,0,0
9,floor_foundation_allsides (82),0,29.66,1.339996,36.36,9.334668E-06,0,0,1,1,1.77,1,8.146034E-08,0,0
9,floor_foundation_allsides (81),0,31.6,1.339996,36.36,9.334668E-06,0,0,1,1,1.77,1,8.146034E-08,0,0
9,floor_foundation_allsides (76),0,33.28,1.339996,36.37,9.334668E-06,0,0,1,1,1.77,1,8.146034E-08,0,0
9,floor_foundation_allsides (80),0,33.28,1.339996,39.93,9.334668E-06,0,0,1,1,1.77,1,8.146034E-08,0,0
9,floor_foundation_allsides (79),0,31.6,1.339996,39.92,9.334668E-06,0,0,1,1,1.77,1,8.146034E-08,0,0
9,floor_foundation_allsides (78),0,29.66,1.339996,39.92,9.334668E-06,0,0,1,1,1.77,1,8.146034E-08,0,0
9,floor_foundation_allsides (77),0,27.67,1.339996,39.92,9.334668E-06,0,0,1,1,1.77,1,8.146034E-08,0,0
9,floor_foundation_allsides (75),0,25.54,1.339996,39.67,9.334668E-06,0,0,1,1,2,1,8.146034E-08,0,0
9,floor_foundation_allsides (74),0,23.86,1.339996,39.66,9.334668E-06,0,0,1,1,2,1,8.146034E-08,0,0
9,floor_foundation_allsides (73),0,21.92,1.339996,39.66,9.334668E-06,0,0,1,1,2,1,8.146034E-08,0,0
9,floor_foundation_allsides (68),0,19.93,1.339996,39.66,9.334668E-06,0,0,1,1,2,1,8.146034E-08,0,0
9,floor_foundation_allsides (87),0,33.28,1.339996,43.47,9.334668E-06,0,0,1,1,1.77,1,8.146034E-08,0,0
9,floor_foundation_allsides (105),0,17.91,1.339996,46.7,9.334668E-06,0,0,1,1,2,1,8.146034E-08,0,0
9,floor_foundation_allsides (103),0,15.94,1.339996,46.7,9.334668E-06,0,0,1,1,2,1,8.146034E-08,0,0
9,floor_foundation_allsides (102),0,25.62,1.339996,46.71,9.334668E-06,0,0,1.07,1,2,1,8.146034E-08,0,0
9,floor_foundation_allsides (101),0,23.86,1.339996,46.7,9.334668E-06,0,0,1,1,2,1,8.146034E-08,0,0
9,floor_foundation_allsides (100),0,21.92,1.339996,46.7,9.334668E-06,0,0,1,1,2,1,8.146034E-08,0,0
9,floor_foundation_allsides (99),0,19.93,1.339996,46.7,9.334668E-06,0,0,1,1,2,1,8.146034E-08,0,0
9,floor_foundation_allsides (98),0,27.67,1.339996,46.95,9.334668E-06,0,0,1,1,1.77,1,8.146034E-08,0,0
9,floor_foundation_allsides (97),0,29.66,1.339996,46.95,9.334668E-06,0,0,1,1,1.77,1,8.146034E-08,0,0
9,floor_foundation_allsides (96),0,31.6,1.339996,46.95,9.334668E-06,0,0,1,1,1.77,1,8.146034E-08,0,0
9,floor_foundation_allsides (95),0,33.28,1.339996,46.96,9.334668E-06,0,0,1,1,1.77,1,8.146034E-08,0,0
9,floor_foundation_allsides (121),0,33.28,1.339996,50.63,9.334668E-06,0,0,1,1,1.914,1,8.146034E-08,0,0
9,floor_foundation_allsides (131),0,17.91,1.339996,54.37,9.334668E-06,0,0,1,1,2,1,8.146034E-08,0,0
9,floor_foundation_allsides (130),0,15.94,1.339996,54.37,9.334668E-06,0,0,1,1,2,1,8.146034E-08,0,0
9,floor_foundation_allsides (129),0,25.62,1.339996,54.38,9.334668E-06,0,0,1.07,1,2,1,8.146034E-08,0,0
9,floor_foundation_allsides (128),0,23.86,1.339996,54.37,9.334668E-06,0,0,1,1,2,1,8.146034E-08,0,0
9,floor_foundation_allsides (127),0,21.92,1.339996,54.37,9.334668E-06,0,0,1,1,2,1,8.146034E-08,0,0
9,floor_foundation_allsides (126),0,19.93,1.339996,54.37,9.334668E-06,0,0,1,1,2,1,8.146034E-08,0,0
9,floor_foundation_allsides (146),0,24.58,3.300003,51.45,9.334668E-06,0,0,1.89,2,2,1,8.146034E-08,0,0
9,floor_foundation_allsides (147),0,24.58,3.300003,55.42,9.334668E-06,0,0,1.89,2,2,1,8.146034E-08,0,0
9,floor_foundation_allsides (149),0,28.14,3.300003,51.45,9.334668E-06,0,0,1.89,2,2,1,8.146034E-08,0,0
9,floor_foundation_allsides (152),0,31.81,3.300003,51.45,9.334668E-06,0,0,1.89,2,2,1,8.146034E-08,0,0
9,floor_foundation_allsides (153),0,31.81,3.300003,55.42,9.334668E-06,0,0,1.89,2,2,1,8.146034E-08,0,0
9,floor_foundation_allsides (154),0,31.81,3.300003,58.1,9.334668E-06,0,0,1.89,2,2,1,8.146034E-08,0,0
9,floor_foundation_allsides (150),0,28.14,3.300003,55.42,9.334668E-06,0,0,1.89,2,2,1,8.146034E-08,0,0
9,floor_foundation_allsides (151),0,28.14,3.300003,58.1,9.334668E-06,0,0,1.89,2,2,1,8.146034E-08,0,0
9,floor_foundation_allsides (148),0,24.58,3.300003,58.1,9.334668E-06,0,0,1.89,2,2,1,8.146034E-08,0,0
9,floor_foundation_allsides (125),0,27.67,1.339996,54.46,9.334668E-06,0,0,1,1,1.91,1,8.146034E-08,0,0
9,floor_foundation_allsides (124),0,29.66,1.339996,54.46,9.334668E-06,0,0,1,1,1.91,1,8.146034E-08,0,0
9,floor_foundation_allsides (123),0,31.6,1.339996,54.46,9.334668E-06,0,0,1,1,1.91,1,8.146034E-08,0,0
9,floor_foundation_allsides (122),0,33.28,1.339996,54.47,9.334668E-06,0,0,1,1,1.91,1,8.146034E-08,0,0
9,floor_foundation_allsides (141),0,33.28,1.339996,58.28,9.334668E-06,0,0,1,1,1.91,1,8.146034E-08,0,0
9,floor_foundation_allsides (195),0,25.62,1.339996,62.19,9.334668E-06,0,0,1.07,1,2,1,8.146034E-08,0,0
9,floor_foundation_allsides (194),0,23.86,1.339996,62.18,9.334668E-06,0,0,1,1,2,1,8.146034E-08,0,0
9,floor_foundation_allsides (193),0,21.92,1.339996,62.18,9.334668E-06,0,0,1,1,2,1,8.146034E-08,0,0
9,floor_foundation_allsides (192),0,19.93,1.339996,62.18,9.334668E-06,0,0,1,1,2,1,8.146034E-08,0,0
9,floor_foundation_allsides (191),0,27.67,1.339996,62.27,9.334668E-06,0,0,1,1,1.91,1,8.146034E-08,0,0
9,floor_foundation_allsides (190),0,29.66,1.339996,62.27,9.334668E-06,0,0,1,1,1.91,1,8.146034E-08,0,0
9,floor_foundation_allsides (189),0,31.6,1.339996,62.27,9.334668E-06,0,0,1,1,1.91,1,8.146034E-08,0,0
9,floor_foundation_allsides (188),0,33.28,1.339996,62.28,9.334668E-06,0,0,1,1,1.914,1,8.146034E-08,0,0
9,floor_foundation_allsides (198),0,13.01,1.339996,62.18,9.334668E-06,0,0,1.91,1,2,1,8.146034E-08,0,0
9,floor_foundation_allsides (197),0,15.94,1.339996,62.18,9.334668E-06,0,0,1,1,2,1,8.146034E-08,0,0
9,floor_foundation_allsides (196),0,17.91,1.339996,62.18,9.334668E-06,0,0,1,1,2,1,8.146034E-08,0,0
9,floor_foundation_allsides (140),0,31.6,1.339996,58.27,9.334668E-06,0,0,1,1,1.91,1,8.146034E-08,0,0
9,floor_foundation_allsides (139),0,29.66,1.339996,58.27,9.334668E-06,0,0,1,1,1.91,1,8.146034E-08,0,0
9,floor_foundation_allsides (138),0,27.67,1.339996,58.27,9.334668E-06,0,0,1,1,1.91,1,8.146034E-08,0,0
9,floor_foundation_allsides (137),0,19.93,1.339996,58.18,9.334668E-06,0,0,1,1,2,1,8.146034E-08,0,0
9,floor_foundation_allsides (136),0,21.92,1.339996,58.18,9.334668E-06,0,0,1,1,2,1,8.146034E-08,0,0
9,floor_foundation_allsides (135),0,23.86,1.339996,58.18,9.334668E-06,0,0,1,1,2,1,8.146034E-08,0,0
9,floor_foundation_allsides (134),0,25.62,1.339996,58.19,9.334668E-06,0,0,1.07,1,2,1,8.146034E-08,0,0
9,floor_foundation_allsides (133),0,15.94,1.339996,58.18,9.334668E-06,0,0,1,1,2,1,8.146034E-08,0,0
9,floor_foundation_allsides (144),0,13.01,1.339996,50.52,9.334668E-06,0,0,1.91,1,2,1,8.146034E-08,0,0
9,floor_foundation_allsides (142),0,13.01,1.339996,54.37,9.334668E-06,0,0,1.91,1,2,1,8.146034E-08,0,0
9,floor_foundation_allsides (143),0,13.01,1.339996,58.18,9.334668E-06,0,0,1.91,1,2,1,8.146034E-08,0,0
9,floor_foundation_allsides (132),0,17.91,1.339996,58.18,9.334668E-06,0,0,1,1,2,1,8.146034E-08,0,0
9,floor_foundation_allsides (187),0,17.91,1.339996,58.18,9.334668E-06,0,0,1,1,2,1,8.146034E-08,0,0
9,floor_foundation_allsides (185),0,15.94,1.339996,58.18,9.334668E-06,0,0,1,1,2,1,8.146034E-08,0,0
9,floor_foundation_allsides (186),0,13.01,1.339996,58.18,9.334668E-06,0,0,1.91,1,2,1,8.146034E-08,0,0
9,floor_foundation_allsides (120),0,31.6,1.339996,50.62,9.334668E-06,0,0,1,1,1.91,1,8.146034E-08,0,0
9,floor_foundation_allsides (119),0,29.66,1.339996,50.62,9.334668E-06,0,0,1,1,1.91,1,8.146034E-08,0,0
9,floor_foundation_allsides (118),0,27.67,1.339996,50.62,9.334668E-06,0,0,1,1,1.91,1,8.146034E-08,0,0
9,floor_foundation_allsides (117),0,19.93,1.339996,50.52,9.334668E-06,0,0,1,1,2,1,8.146034E-08,0,0
9,floor_foundation_allsides (116),0,21.92,1.339996,50.52,9.334668E-06,0,0,1,1,2,1,8.146034E-08,0,0
9,floor_foundation_allsides (115),0,23.86,1.339996,50.52,9.334668E-06,0,0,1,1,2,1,8.146034E-08,0,0
9,floor_foundation_allsides (114),0,25.6,1.339996,50.52,9.334668E-06,0,0,1.07,1,2,1,8.146034E-08,0,0
9,floor_foundation_allsides (113),0,15.94,1.339996,50.52,9.334668E-06,0,0,1,1,2,1,8.146034E-08,0,0
9,floor_foundation_allsides (112),0,17.91,1.339996,50.52,9.334668E-06,0,0,1,1,2,1,8.146034E-08,0,0
9,floor_foundation_allsides (104),0,13.06,1.339996,46.66,9.334668E-06,0,0,1.958,1,2,1,8.146034E-08,0,0
9,floor_foundation_allsides (86),0,31.6,1.339996,43.46,9.334668E-06,0,0,1,1,1.77,1,8.146034E-08,0,0
9,floor_foundation_allsides (85),0,29.66,1.339996,43.46,9.334668E-06,0,0,1,1,1.77,1,8.146034E-08,0,0
9,floor_foundation_allsides (84),0,27.67,1.339996,43.46,9.334668E-06,0,0,1,1,1.77,1,8.146034E-08,0,0
9,floor_foundation_allsides (72),0,19.93,1.339996,43.21,9.334668E-06,0,0,1,1,2,1,8.146034E-08,0,0
9,floor_foundation_allsides (71),0,21.92,1.339996,43.21,9.334668E-06,0,0,1,1,2,1,8.146034E-08,0,0
9,floor_foundation_allsides (70),0,23.86,1.339996,43.21,9.334668E-06,0,0,1,1,2,1,8.146034E-08,0,0
9,floor_foundation_allsides (69),0,25.6,1.339996,43.22,9.334668E-06,0,0,1,1,2,1,8.146034E-08,0,0
9,floor_foundation_allsides (67),0,15.94,1.339996,43.21,9.334668E-06,0,0,1,1,2,1,8.146034E-08,0,0
9,floor_foundation_allsides (90),0,13.06,1.339996,32.69,9.334668E-06,0,0,1.95,1,2,1,8.146034E-08,0,0
9,floor_foundation_allsides (89),0,13.06,1.339996,28.62,9.334668E-06,0,0,1.95,0.99,1.99,1,8.146034E-08,0,0
9,floor_foundation_allsides (88),0,13.06,1.339996,25.29,9.334668E-06,0,0,1.95,0.99,1.82,1,8.146034E-08,0,0
9,floor_foundation_allsides (94),0,13.96,1.346397,25.3,9.334668E-06,0,0,1,1,1.82,1,8.146034E-08,0,0
9,floor_foundation_allsides (93),0,13.0646,1.346397,36.3076,9.334668E-06,0,0,1.95,1,1.82,1,8.146034E-08,0,0
9,floor_foundation_allsides (92),0,13.0646,1.339996,39.6318,9.334668E-06,0,0,1.95,1,2,1,8.146034E-08,0,0
9,floor_foundation_allsides (91),0,13.0646,1.339996,43.1757,9.334668E-06,0,0,1.95,1,2,1,8.146034E-08,0,0
9,floor_foundation_allsides (66),0,15.94,1.339996,39.66,9.334668E-06,0,0,1,1,2,1,8.146034E-08,0,0
9,floor_foundation_allsides (62),0,15.94,1.346397,36.33,9.334668E-06,0,0,1,1,2,1,8.146034E-08,0,0
9,floor_foundation_allsides (65),0,17.91,1.346397,36.33,9.334668E-06,0,0,1,1,1.82,1,8.146034E-08,0,0
9,floor_foundation_allsides (64),0,17.91,1.339996,39.66,9.334668E-06,0,0,1,1,2,1,8.146034E-08,0,0
9,floor_foundation_allsides (63),0,17.91,1.339996,43.21,9.334668E-06,0,0,1,1,2,1,8.146034E-08,0,0
9,floor_foundation_allsides (18),0,23.86,1.339996,9.709999,9.334668E-06,0,0,1,1,2,1,8.146034E-08,0,0
9,floor_foundation_allsides (17),0,21.92,1.339996,9.709999,9.334668E-06,0,0,1,1,2,1,8.146034E-08,0,0
9,floor_foundation_allsides (16),0,19.93,1.339996,9.709999,9.334668E-06,0,0,1,1,2,1,8.146034E-08,0,0
9,floor_foundation_allsides (13),0,21.92,1.339996,5.730003,9.334668E-06,0,0,1,1,2,1,8.146034E-08,0,0
9,floor_foundation_allsides (14),0,23.86,1.339996,5.730003,9.334668E-06,0,0,1,1,2,1,8.146034E-08,0,0
9,floor_foundation_allsides (15),0,25.61,1.339996,5.739998,9.334668E-06,0,0,1.06,1,2,1,8.146034E-08,0,0
6,wall_corner,0,11.54,3.419998,31.24,9.334668E-06,0,0,1.13,2,1,1,8.146034E-08,0,0
6,wall_corner (2),0,33.8849,3.419998,31.24,0,270,0,1,2,1.13,0.7071068,0,-0.7071068,0
6,wall_corner (1),0,11.58,3.419998,42.96,0,90,0,1,2,1.13,0.7071068,0,0.7071068,0
6,wall_corner (3),0,33.87,3.419998,42.96,0,180,0,1.13,2,1,0,0,1,0
8,wall,0,11.57,3.419998,35.15,0,90,0,1,2,1.13,0.7071068,0,0.7071068,0
8,wall (3),0,15.9,3.419998,31.23,0,0,0,1.13,2,1,1,0,0,0
8,wall (9),0,16.82,3.419998,31.23,0,0,0,1,2,1,1,0,0,0
8,wall (8),0,15.9,3.419998,42.95,0,0,0,1.13,2,1,1,0,0,0
8,wall (4),0,29.39,3.419998,31.23,0,0,0,1.13,2,1,1,0,0,0
8,wall (7),0,29.39,3.419998,42.95,0,0,0,1.13,2,1,1,0,0,0
8,wall (2),0,11.57,3.419998,38.98,0,90,0,1,2,1.13,0.7071068,0,0.7071068,0
8,wall (5),0,33.8622,3.419998,35.15,0,90,0,1,2,1.13,0.7071068,0,0.7071068,0
8,wall (6),0,33.86,3.419998,38.98,0,90,0,1,2,1.13,0.7071068,0,0.7071068,0
4,wall_open_scaffold,0,22.64,3.529999,31.24,9.334668E-06,0,0,2.62,1.97,0.9,1,8.146034E-08,0,0
4,wall_open_scaffold (1),0,22.64,3.540001,42.94,9.334668E-06,0,0,2.62,1.97,0.9,1,8.146034E-08,0,0
9,floor_foundation_allsides (110),0,20.83,3.300003,51.45,9.334668E-06,0,0,1.89,2,2,1,8.146034E-08,0,0
9,floor_foundation_allsides (111),0,20.83,3.300003,55.42,9.334668E-06,0,0,1.89,2,2,1,8.146034E-08,0,0
9,floor_foundation_allsides (145),0,20.83,3.300003,58.34,9.334668E-06,0,0,1.89,2,2.22,1,8.146034E-08,0,0
9,floor_foundation_allsides (167),0,20.83,3.300003,58.1,9.334668E-06,0,0,1.89,2,2,1,8.146034E-08,0,0
9,floor_foundation_allsides (166),0,20.83,3.300003,55.42,9.334668E-06,0,0,1.89,2,2,1,8.146034E-08,0,0
9,floor_foundation_allsides (165),0,20.83,3.300003,51.45,9.334668E-06,0,0,1.8948,2,2,1,8.146034E-08,0,0
9,floor_foundation_allsides (163),0,24.58,3.300003,58.1,9.334668E-06,0,0,1.89,2,2,1,8.146034E-08,0,0
9,floor_foundation_allsides (156),0,24.58,3.300003,55.42,9.334668E-06,0,0,1.89,2,2,1,8.146034E-08,0,0
9,floor_foundation_allsides (155),0,24.58,3.300003,51.45,9.334668E-06,0,0,1.89,2,2,1,8.146034E-08,0,0
9,floor_foundation_allsides (162),0,28.14,3.300003,58.1,9.334668E-06,0,0,1.89,2,2,1,8.146034E-08,0,0
9,floor_foundation_allsides (161),0,28.14,3.300003,55.42,9.334668E-06,0,0,1.89,2,2,1,8.146034E-08,0,0
9,floor_foundation_allsides (157),0,28.14,3.300003,51.45,9.334668E-06,0,0,1.89,2,2,1,8.146034E-08,0,0
9,floor_foundation_allsides (160),0,31.81,3.300003,58.1,9.334668E-06,0,0,1.89,2,2,1,8.146034E-08,0,0
9,floor_foundation_allsides (184),0,31.81,7.260002,51.45,9.334668E-06,0,0,1.89,2,2,1,8.146034E-08,0,0
9,floor_foundation_allsides (183),0,31.81,7.260002,55.42,9.334668E-06,0,0,1.89,2,2,1,8.146034E-08,0,0
9,floor_foundation_allsides (182),0,31.81,7.260002,58.1,9.334668E-06,0,0,1.89,2,2,1,8.146034E-08,0,0
9,floor_foundation_allsides (181),0,28.1435,7.260002,51.45,9.334668E-06,0,0,1.89,2,2,1,8.146034E-08,0,0
9,floor_foundation_allsides (180),0,28.14,7.260002,55.42,9.334668E-06,0,0,1.89,2,2,1,8.146034E-08,0,0
9,floor_foundation_allsides (179),0,28.14,7.260002,58.1,9.334668E-06,0,0,1.89,2,2,1,8.146034E-08,0,0
9,floor_foundation_allsides (269),0,31.81,3.300003,77.83,9.334668E-06,0,0,1.89,2,2,1,8.146034E-08,0,0
9,floor_foundation_allsides (268),0,28.14,3.300003,77.83,9.334668E-06,0,0,1.89,2,2,1,8.146034E-08,0,0
9,floor_foundation_allsides (267),0,24.58,3.300003,77.83,9.334668E-06,0,0,1.89,2,2,1,8.146034E-08,0,0
9,floor_foundation_allsides (302),0,31.81,7.260002,73.5,9.334668E-06,0,0,1.89,2,2,1,8.146034E-08,0,0
